player,type,estimate,std.error,statistic,p.value
XOTIC,P1,0.8089182764210634,0.10300542986772988,-2.058701034688648,0.03952288705604334
XOTIC,P3,1.1032135329945276,0.13676639803072876,0.7182123377704197,0.47262637176127276
XOTIC,P2,0.994554927056334,0.1324771684173546,-0.04121428207311011,0.9671250678993372
ZAYROX,P1,1.241704806256096,0.11765317942077397,1.8400291450288724,0.06576395854571371
ZAYROX,P2,1.0796169722803686,0.17617749746428357,0.4348246741933693,0.6636896935508925
ZAYROX,P3,0.6695449144679662,0.1703991455867644,-2.3542197241410716,0.018561635592425033
ZED,P3,1.1235544942397584,0.11486317671852872,1.0142268287483156,0.31047452961321326
ZED,P1,0.8048855816565608,0.09631180601053543,-2.253671229361345,0.024216858617588405
ZED,P2,1.501821972782587,0.11887134841613388,3.4211693983441465,6.235248172850013e-4
ZER0,P1,0.8533431119689247,0.06266279712432012,-2.530904750215193,0.011376873871930183
ZER0,P3,1.0284579317207303,0.09965642463765913,0.2815726815401592,0.7782711899374002
ZER0,P2,1.248796671096393,0.10062849289146436,2.2079275774628853,0.027249322083456606
ZOOMAA,P1,0.9130122145996039,0.06033697929985289,-1.5082959240056788,0.13147880596609432
ZOOMAA,P2,1.068739081972571,0.16079007264866668,0.41345541066912717,0.6792729847188625
ZOOMAA,P3,1.1151227810149174,0.16152866114044312,0.6745831704568048,0.4999406283300968
